rk,nm,gr,sc,sh,shx,ct,st,ll,ti,sp,pt
1,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:27.51,"21.97,22.44,22.60,20.50;A. Li,W. Duan,M. Butnariu,W. Harpster",
2,A,,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",1:28.29,"22.03,21.63,21.94,22.69;B. Perry,M. Figueroa,Q. MacPhail,N. Miller",
3,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:28.50,"22.86,21.89,21.57,22.18;O. Bell,I. Prykhodko,I. McFadden,C. Watters",
4,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",1:28.57,"22.08,22.37,22.27,21.85;D. Bittner,P. Dicello,T. Perkovic,O. Pesek",
5,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",1:28.68,"21.94,22.06,22.37,22.31;M. Welty,J. Dobson,M. Ramirez,O. Lichtenberg",
6,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:28.72,"22.91,21.41,22.64,21.76;D. Xu,A. Peruri,W. Roth,P. Wooley",
7,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:29.21,"21.86,22.46,22.58,22.31;J. Ninke,J. Collins,L. Williams,J. Savage",
8,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",1:29.59,"22.28,22.79,22.76,21.76;G. Trumpower,L. Bernat,O. Walter,E. Ruhe",
9,A,,BEA,Beachwood,,Beachwood,OH,"41.484048, -81.501324",1:29.70,"22.53,22.59,22.32,22.26;E. Wang,D. Fan,K. Zhang,C. Elwell",
10,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",1:29.95,"22.57,22.52,23.13,21.73;T. McCort,T. Brennan,R. Livingston,N. Publicover",
11,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",1:30.18,"22.93,22.68,22.39,22.18;G. Dovgan,M. Amato,S. Amato,T. Cakulev",
12,A,,WHO,Howland,,Warren,OH,"41.239850, -80.745293",1:30.60,"22.58,22.60,23.94,21.48;R. McBride,P. Delida,B. Esteves,L. Delida",
13,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:30.71,"22.84,22.64,23.20,22.03;R. Triplett,B. Triplett,G. Luebke,M. McClain",
14,A,,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",1:30.80,"23.77,22.26,22.81,21.96;E. Linville,L. Nolan,T. Roe,M. Tabora",
15,A,,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",1:30.85,"22.99,22.39,23.46,22.01;B. Swinderman,D. Schlagetter,A. Hale,K. Snyder",
16,A,,BELB,Bellbrook,,Bellbrook,OH,"39.652774, -84.067779",1:30.98,"23.56,23.20,23.17,21.05;J. Vawter,E. Vawter,L. Henley,P. Guthrie",
17,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",1:31.21,"22.75,22.94,23.30,22.22;L. Mitchell,N. Mitchell,A. Sims,E. Campbell",
18,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:31.36,"23.41,22.69,23.28,21.98;W. Hogenesch,W. Spera,N. Fent,J. Calvert",
19,A,,KRO,Roosevelt,,Kent,OH,"41.168809, -81.355950",1:31.63,"23.02,21.95,23.80,22.86;J. Puhalla,K. Pyka,D. Vecchio,A. Springer",
20,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:31.73,"22.78,23.97,22.72,22.26;N. Kyre,H. Kaufman,B. Kaufman,H. McCall",
21,A,,GVV,Valley View,,Germantown,OH,"39.656697, -84.398324",1:32.00,"21.79,23.83,23.23,23.15;J. Cooke,S. Berry,A. Clendenin,G. Rozelle",
22,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:32.09,"23.15,22.66,23.13,23.15;M. Latham,H. Drury,C. Cleaves,D. Koh",
23,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:32.10,"23.75,23.33,22.23,22.79;A. Schroeder,P. McGraw,G. Steffan,C. Steffen",
24,A,,CBW,Bishop Watterson,,Columbus,OH,"40.048986, -83.016282",1:33.15,"22.04,24.39,23.38,23.34;J. Rider,D. Muldoon,J. Cherok,M. Ratliff",
