rk,nm,gr,sc,sh,shx,ct,st,ll,ti,sp,pt
1,A,,HVUS,University School,nhs,Hunting Valley,OH,"41.485518, -81.427641",3:11.65,"23.09,24.20,22.40,24.34,23.61,26.51,22.86,24.64;M. Figueroa,A. Pesek,Q. MacPhail,B. Davis",
2,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",3:15.66,"22.77,24.68,22.26,24.84,23.63,26.79,23.97,26.72;A. Velayutham,J. Wenker,L. Bass,A. Ok",
3,A,,CMAD,Madeira,,Cincinnati,OH,"39.201309, -84.365563",3:17.46,"23.37,25.38,23.14,24.89,23.46,26.80,23.94,26.48;M. Welty,J. Dobson,M. Ramirez,R. Lewis",
4,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",3:17.92,"23.49,25.68,23.89,26.34,23.75,25.75,23.37,25.65;C. Hagenauer,J. Calvert,W. Hogenesch,C. Stenken",
5,A,,MLC,Lake Catholic,,Mentor,OH,"41.688021, -81.375817",3:18.04,"23.24,24.81,23.70,26.84,23.79,26.55,22.80,26.31;D. Bittner,P. Dicello,C. Ortman,O. Pesek",
6,A,,ONT,Ontario,,Ontario,OH,"40.764612, -82.647690",3:18.15,"23.52,25.85,23.57,26.34,23.87,26.77,22.92,25.31;G. Trumpower,L. Bernat,O. Walter,E. Ruhe",
7,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",3:18.18,"24.37,26.04,23.88,26.56,23.27,25.99,22.46,25.61;D. Xu,W. Butler,W. Roth,P. Wooley",
8,A,,PPO,Orange,,Pepper Pike,OH,"41.458036, -81.454526",3:18.43,"23.90,25.36,24.05,27.20,23.64,26.06,23.10,25.12;S. Amato,N. Bustamante,M. Amato,T. Cakulev",
9,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",3:18.67,"25.06,27.20,24.19,28.99,22.04,24.92,22.14,24.13;E. Simon,C. Beck,T. Prizler,T. Brun",
10,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",3:19.09,"23.83,25.89,23.20,26.58,23.80,27.16,22.81,25.82;I. McFadden,O. Bell,J. Hathaway,C. Watters",
11,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",3:19.60,"23.12,25.78,24.76,27.67,24.51,27.78,21.79,24.19;N. Warnke,B. Neill,T. Johannsen,A. Sorg",
12,A,,CFA,Chagrin Falls,,Chagrin Falls,OH,"41.426720, -81.379278",3:19.77,"23.92,25.41,23.21,26.22,24.27,26.76,23.44,26.54;C. Mateyo,T. McCort,R. Livingston,N. Publicover",
13,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",3:19.85,"23.19,24.92,23.66,26.15,24.14,27.04,23.87,26.88;P. Koerwitz,J. Cistone,C. Tietjen,A. Varanese",
14,A,,VANB,Butler,,Vandalia,OH,"39.885121, -84.197325",3:20.25,"23.38,26.83,24.01,25.85,24.26,27.33,22.86,25.73;K. Snyder,D. Schlagetter,D. Rinesmith,B. Swinderman",
15,A,,AUR,Aurora,,Aurora,OH,"41.310991, -81.350809",3:22.57,"22.79,25.52,23.06,25.82,25.07,28.37,24.17,27.77;C. Good,X. Roy,E. Shim,J. Rhea",
16,A,,TPA,Athens,,The Plains,OH,"39.372428, -82.128025",3:22.69,"23.80,25.75,24.76,27.08,25.20,27.85,23.18,25.07;K. Fridrich,T. McCarthy,J. Gutekanst,N. Courreges",
17,A,,AAHO,Archbishop Hoban,,Akron,OH,"41.062341, -81.496088",3:23.66,"23.90,26.71,23.99,26.95,24.35,27.93,23.51,26.32;J. Bordenkircher,J. Doucet,S. Moore,J. Sekerak",
18,A,,CVCA,Cuyahoga Valley Christian,Academy,Cuyahoga Falls,OH,"41.196680, -81.493043",3:23.93,"23.31,26.67,24.21,27.20,24.79,27.84,23.20,26.71;E. Campbell,N. Mitchell,A. Sims,L. Mitchell",
19,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",3:24.40,"24.48,27.79,24.26,28.54,23.93,26.73,22.90,25.77;E. Winterhalter,D. Bergstrom,M. Baker,N. Schneider",
20,A,,RORV,Rocky River,,Rocky River,OH,"41.473668, -81.851096",3:24.83,"24.74,26.77,23.35,27.35,25.47,27.67,23.26,26.22;T. Roe,L. Nolan,E. Baker,M. Tabora",
21,A,,SCL,St. Clairsville,,St. Clairsville,OH,"40.079640, -80.896491",3:25.52,"23.81,25.20,25.56,28.58,22.09,24.93,26.23,29.12;E. Yost,L. Stack,Z. May,B. Kralovic",
22,A,,WAP,Wapakoneta,,Wapakoneta,OH,"40.583246, -84.194470",3:26.44,"24.14,25.97,24.65,28.29,24.43,28.43,23.61,26.92;O. Becker,J. Jordan,I. Wachauf,G. Casebolt",
23,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",3:31.76,"25.34,28.66,25.04,27.95,24.49,29.28,24.28,26.72;J. Li,L. Lu,G. Thomas,W. Duan",
--,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",3:24.91,"22.95,25.26,24.82,28.21,24.62,27.83,24.09,NT,204.91;M. Bondy,D. Yeager,G. Fischer,W. Halberg",
