rk,nm,gr,sc,sh,shx,ct,st,ll,ti,sp,pt
1,A,,SHHB,Hathaway Brown,School,Shaker Heights,OH,"41.481311, -81.541815",1:42.66,"25.43,29.51,24.54,23.18;J. Piliang,S. Jimenez,L. Mehok,C. Mehok",
2,A,,GMH,Hawken,School,Gates Mills,OH,"41.527105, -81.386570",1:47.51,"28.12,29.91,25.23,24.25;A. Pizarro,S. Pophal,N. Newton,S. Hirsch",
3,A,,GRA,Granville,,Granville,OH,"40.078761, -82.527668",1:47.62,"28.70,29.64,25.77,23.51;A. Westnedge,G. Largent,L. Hyslop,L. Sturgeon",
4,A,,GMGA,Gilmour Academy,nhs,Gates Mills,OH,"41.503717, -81.436852",1:48.61,"28.25,29.62,25.66,25.08;G. Minotas,M. Sammut,L. Collis,T. Zhang",
5,A,,COBX,Bexley,,Columbus,OH,"39.963819, -82.930349",1:48.84,"28.14,29.80,24.72,26.18;A. Hoy,B. Spangler,M. Evans,H. Langolf",
6,A,,GCA,Columbus Academy,nhs,Gahanna,OH,"40.049132, -82.874035",1:49.49,"27.60,31.96,25.12,24.81;L. Bailey,M. Esposito,O. Lewis,E. Lowrie",
7,A,,CIIH,Indian Hill,,Cincinnati,OH,"39.186177, -84.347006",1:49.76,"28.49,30.01,26.50,24.76;M. Oria,G. Henz,S. Tindale,L. Holmes",
8,A,,OHA,Oak Harbor,,Oak Harbor,OH,"41.514006, -83.156594",1:49.91,"27.20,30.50,25.80,26.41;P. Krupp,A. Sorg,S. Turner,C. Brown",
9,A,,CSCD,Summit Country Day,School,Cincinnati,OH,"39.129200, -84.459652",1:51.71,"28.40,30.61,27.08,25.62;A. Replogle,L. Mitchell,B. Zaring,A. Brouwer",
10,A,,KAAL,Archbishop Alter,,Kettering,OH,"39.679947, -84.151675",1:52.37,"28.43,32.33,26.98,24.63;N. Boillot,S. Morrison,E. Leibold,A. Leibold",
11,A,,DOA,Oakwood,,Dayton,OH,"39.720838, -84.171489",1:52.53,"28.48,32.92,27.49,23.64;C. Hayes,M. Prizler,P. Simon,L. Epley",
12,A,,LSH,Shawnee,,Lima,OH,"40.692716, -84.167619",1:52.62,"28.22,31.12,28.44,24.84;M. Schimmoeller,A. Newman,A. Eyob,C. Schaaf",
13,A,,CSHU,Seven Hills,School,Cincinnati,OH,"39.166755, -84.402521",1:52.63,"27.99,30.70,29.33,24.61;J. Schneider,A. Clayton,I. Zhang,R. Ellerman",
14,A,,CBH,Bishop Hartley,,Columbus,,"39.944917, -82.911518",1:52.77,"28.10,30.68,28.89,25.10;A. Dyer,S. Richards,C. Bahlmann,A. Gunsorek",
15,A,,SPE,Perkins,,Sandusky,OH,"41.412915, -82.702217",1:53.19,"30.44,29.73,27.32,25.70;K. Skavnak,E. West,N. Mitchel,A. Keller",
16,A,,SBRB,Roger Bacon,,Cincinnati,OH,"39.162903, -84.502332",1:53.29,"29.27,29.41,27.33,27.28;M. Stecher,R. Reilly,H. Russell,L. Moore",
17,A,,TCT,Tippecanoe,,Tipp City,OH,"39.982963, -84.188496",1:53.35,"30.01,30.25,27.08,26.01;M. McMaken,G. Ganger,A. Jacquemin,A. Poffenberger",
18,A,,COGH,Grandview Heights,,Columbus,OH,"39.984467, -83.048483",1:53.44,"29.33,32.73,28.64,22.74;L. Fischer,V. Chute,M. Urig,C. Furbee",
19,A,,SMM,St. Marys Memorial,,St. Marys,OH,"40.558323, -84.374242",1:54.06,"28.91,31.97,28.79,24.39;C. Rupert,P. Triplett,P. Gabel,C. Turner",
20,A,,NCA,Newark Catholic,,Newark,OH,"40.057087, -82.433982",1:54.36,"30.92,29.38,27.34,26.72;H. Cormican,I. Pribonic,E. Schirtzinger,G. Collins",
21,A,,LEX,Lexington,,Lexington,OH,"40.672877, -82.586867",1:54.88,"28.02,32.53,28.95,25.38;K. Caldwell,K. Prykhodko,J. Wyant,E. Caldwell",
22,A,,NMS,Springfield,,New Middletown,OH,"40.95505570899591, -80.54822234264678",1:55.49,"27.87,31.20,26.06,30.36;T. Hively,R. McCombs,P. McCombs,K. Pellice",
23,A,,CWYO,Wyoming,,Cincinnati,OH,"39.233295, -84.470133",1:55.54,"28.73,32.23,27.37,27.21;E. Harness,W. Mbui,A. Neff,A. Jain",
24,A,,OGL,Ottawa-Glandorf,,Ottawa,OH,"41.029142, -84.045968",1:55.94,"28.68,32.67,28.69,25.90;T. Knott,K. Maag,M. Maag,A. Klass",
